Original: whale | Swapped: al->in | Result: whine
Original: sakes | Swapped: ak->id | Result: sides
Original: sakes | Swapped: ak->in | Result: sines
Original: sakes | Swapped: ak->or | Result: sores
Original: clanged | Swapped: la->ri | Result: cringed
Original: kidney | Swapped: ne->or | Result: kidory
Original: palter | Swapped: al->in | Result: pinter
Original: palter | Swapped: al->la | Result: plater
Original: palter | Swapped: al->or | Result: porter
Original: palter | Swapped: al->ut | Result: putter
Original: boscs | Swapped: sc->ut | Result: bouts
Original: glare | Swapped: ar->id | Result: glide
Original: glare | Swapped: ar->ut | Result: glute
Original: lining | Swapped: in->ut | Result: luting
Original: entraining | Swapped: in->nc | Result: entrancing
Original: countermine | Swapped: mi->pa | Result: counterpane
Original: pindown | Swapped: in->ut | Result: putdown
Original: colder | Swapped: de->la | Result: collar
Original: scalar | Swapped: ca->ky | Result: skylar
Original: emigrants | Swapped: mi->pa | Result: epagrants
Original: impedes | Swapped: de->nd | Result: impends
Original: ruder | Swapped: de->mo | Result: rumor
Original: retiles | Swapped: il->ri | Result: retries
Original: amigo | Swapped: mi->nd | Result: andgo
Original: flamer | Swapped: la->or | Result: former
Original: saris | Swapped: ri->wa | Result: sawas
Original: ligating | Swapped: ga->mi | Result: limiting
Original: rooking | Swapped: ok->ut | Result: routing
Original: relates | Swapped: la->mo | Result: remotes
Original: vector | Swapped: ct->nd | Result: vendor
Original: finkedout | Swapped: in->la | Result: flakedout
Original: outcast | Swapped: ca->mo | Result: outmost
Original: bailed | Swapped: il->nd | Result: banded
Original: shookdown | Swapped: ok->ut | Result: shoutdown
Original: windiest | Swapped: in->or | Result: wordiest
Original: takesover | Swapped: ak->id | Result: tidesover
Original: marty | Swapped: ar->in | Result: minty
Original: walkers | Swapped: al->in | Result: winkers
Original: walkers | Swapped: al->or | Result: workers
Original: relaxer | Swapped: la->mi | Result: remixer
Original: uncared | Swapped: ca->hi | Result: unhired
Original: parches | Swapped: ar->in | Result: pinches
Original: clamped | Swapped: la->ri | Result: crimped
Original: impaling | Swapped: al->ut | Result: imputing
Original: convicting | Swapped: ct->nc | Result: convincing
Original: dally | Swapped: al->ri | Result: drily
Original: fears | Swapped: ar->nd | Result: fends
Original: fluids | Swapped: id->me | Result: flumes
Original: scorer | Swapped: co->hi | Result: shirer
Original: scorer | Swapped: co->pa | Result: sparer
Original: wariness | Swapped: ar->il | Result: wiliness
Original: chicas | Swapped: ca->de | Result: chides
Original: chicas | Swapped: ca->me | Result: chimes
Original: salters | Swapped: al->co | Result: scoters
Original: salters | Swapped: al->in | Result: sinters
Original: salters | Swapped: al->la | Result: slaters
Original: salters | Swapped: al->or | Result: sorters
Original: salters | Swapped: al->ut | Result: sutters
Original: raking | Swapped: ak->id | Result: riding
Original: raking | Swapped: ak->il | Result: riling
Original: pealed | Swapped: al->nd | Result: pended
Original: adelie | Swapped: de->ma | Result: amalie
Original: spares | Swapped: ar->in | Result: spines
Original: spares | Swapped: ar->ok | Result: spokes
Original: darling | Swapped: ar->ia | Result: dialing
Original: reales | Swapped: al->in | Result: reines
Original: reales | Swapped: al->ne | Result: renees
Original: snooker | Swapped: ok->wi | Result: snowier
Original: oakier | Swapped: ak->il | Result: oilier
Original: tomtit | Swapped: mt->ok | Result: tookit
Original: monet | Swapped: ne->wa | Result: mowat
Original: leaksout | Swapped: ak->nd | Result: lendsout
Original: gales | Swapped: al->or | Result: gores
Original: baled | Swapped: al->id | Result: bided
Original: baled | Swapped: al->or | Result: bored
Original: ccorps | Swapped: co->hi | Result: chirps
Original: sightgags | Swapped: ga->in | Result: sightings
Original: concoct | Swapped: co->ne | Result: connect
Original: splinters | Swapped: in->ut | Result: splutters
Original: unhitching | Swapped: hi->la | Result: unlatching
Original: mimsy | Swapped: ms->nd | Result: mindy
Original: scapes | Swapped: ca->ky | Result: skypes
Original: scapes | Swapped: ca->wi | Result: swipes
Original: salaam | Swapped: la->mi | Result: samiam
Original: stinkers | Swapped: in->ri | Result: strikers
Original: palmer | Swapped: al->ri | Result: primer
Original: blaze | Swapped: az->ok | Result: bloke
Original: filas | Swapped: la->ne | Result: fines
Original: filas | Swapped: la->nd | Result: finds
Original: smishing | Swapped: mi->wa | Result: swashing
Original: shivs | Swapped: hi->la | Result: slavs
Original: refine | Swapped: in->ut | Result: refute
Original: bartering | Swapped: ar->ut | Result: buttering
Original: coiling | Swapped: il->ok | Result: cooking
Original: salary | Swapped: al->me | Result: smeary
Original: takeapart | Swapped: ak->or | Result: toreapart
Original: scarily | Swapped: ca->or | Result: sorrily
Original: lateness | Swapped: ne->pa | Result: latepass
Original: roarin | Swapped: ar->de | Result: rodein
Original: roarin | Swapped: ar->ma | Result: romain
Original: oakiest | Swapped: ak->il | Result: oiliest
Original: allalone | Swapped: al->in | Result: allinone
Original: tales | Swapped: al->id | Result: tides
Original: tales | Swapped: al->in | Result: tines
Original: tales | Swapped: al->ok | Result: tokes
Original: tales | Swapped: al->ri | Result: tries
Original: salve | Swapped: al->la | Result: slave
Original: placket | Swapped: la->ri | Result: pricket
Original: makes | Swapped: ak->il | Result: miles
Original: makes | Swapped: ak->in | Result: mines
Original: makes | Swapped: ak->or | Result: mores
Original: makes | Swapped: ak->ut | Result: mutes
Original: paltered | Swapped: al->or | Result: portered
Original: paltered | Swapped: al->ut | Result: puttered
Original: wakes | Swapped: ak->il | Result: wiles
Original: wakes | Swapped: ak->in | Result: wines
Original: resects | Swapped: ct->nd | Result: resends
Original: spanks | Swapped: pa->wi | Result: swinks
Original: dearer | Swapped: ar->nv | Result: denver
Original: dearer | Swapped: ar->wi | Result: dewier
Original: stalkers | Swapped: al->in | Result: stinkers
Original: stalkers | Swapped: al->ri | Result: strikers
Original: striated | Swapped: ia->ut | Result: strutted
Original: stalk | Swapped: al->in | Result: stink
Original: stalk | Swapped: al->or | Result: stork
Original: chore | Swapped: or->ut | Result: chute
Original: platers | Swapped: la->or | Result: porters
Original: platers | Swapped: la->ut | Result: putters
Original: shills | Swapped: hi->me | Result: smells
Original: shills | Swapped: hi->ma | Result: smalls
Original: shills | Swapped: hi->ne | Result: snells
Original: shills | Swapped: hi->pa | Result: spalls
Original: stalks | Swapped: al->in | Result: stinks
Original: stalks | Swapped: al->or | Result: storks
Original: brits | Swapped: ri->ut | Result: butts
Original: spines | Swapped: in->ok | Result: spokes
Original: spines | Swapped: in->or | Result: spores
Original: miles | Swapped: il->or | Result: mores
Original: miles | Swapped: il->ut | Result: mutes
Original: rewilding | Swapped: il->or | Result: rewording
Original: snakes | Swapped: ak->or | Result: snores
Original: haycock | Swapped: co->ri | Result: hayrick
Original: highland | Swapped: la->wi | Result: highwind
Original: americas | Swapped: ca->nd | Result: amerinds
Original: dined | Swapped: in->ri | Result: dried
Original: corers | Swapped: or->ri | Result: criers
Original: petermen | Swapped: me->pa | Result: peterpan
Original: yakker | Swapped: ak->or | Result: yorker
Original: coiled | Swapped: il->ok | Result: cooked
Original: stinter | Swapped: in->ut | Result: stutter
Original: doubleboils | Swapped: il->nd | Result: doublebonds
Original: doubleboils | Swapped: il->ok | Result: doublebooks
Original: primos | Swapped: mo->or | Result: priors
Original: winder | Swapped: nd->ri | Result: wirier
Original: waken | Swapped: ak->id | Result: widen
Original: daily | Swapped: il->nc | Result: dancy
Original: daily | Swapped: il->nd | Result: dandy
Original: sidra | Swapped: id->ut | Result: sutra
Original: staling | Swapped: al->ok | Result: stoking
Original: staling | Swapped: al->or | Result: storing
Original: realid | Swapped: al->la | Result: relaid
Original: realid | Swapped: al->pa | Result: repaid
Original: grids | Swapped: id->ok | Result: groks
Original: whiningly | Swapped: hi->in | Result: winningly
Original: plantings | Swapped: la->ri | Result: printings
Original: eastward | Swapped: ar->in | Result: eastwind
Original: finest | Swapped: in->or | Result: forest
Original: oland | Swapped: la->ne | Result: onend
Original: gorme | Swapped: or->ri | Result: grime
Original: ninths | Swapped: in->or | Result: norths
Original: walkings | Swapped: al->or | Result: workings
Original: stint | Swapped: in->pa | Result: stpat
Original: valiant | Swapped: ia->mo | Result: valmont
Original: tradefor | Swapped: de->in | Result: trainfor
Original: mcats | Swapped: ca->in | Result: mints
Original: mcats | Swapped: ca->ut | Result: mutts
Original: salver | Swapped: al->hi | Result: shiver
Original: salver | Swapped: al->la | Result: slaver
Original: oiler | Swapped: il->ut | Result: outer
Original: oilcar | Swapped: il->ne | Result: onecar
Original: pileinto | Swapped: il->ok | Result: pokeinto
Original: inksin | Swapped: ks->pa | Result: inpain
Original: inksin | Swapped: ks->va | Result: invain
Original: fazed | Swapped: az->il | Result: filed
Original: fazed | Swapped: az->in | Result: fined
Original: fazed | Swapped: az->ri | Result: fried
Original: jamon | Swapped: mo->pa | Result: japan
Original: jamon | Swapped: mo->va | Result: javan
Original: relate | Swapped: la->mo | Result: remote
Original: stinker | Swapped: in->ri | Result: striker
Original: quarts | Swapped: ar->il | Result: quilts
Original: quarts | Swapped: ar->in | Result: quints
Original: grails | Swapped: il->nd | Result: grands
Original: countrycode | Swapped: co->wi | Result: countrywide
Original: takesamiss | Swapped: mi->pa | Result: takesapass
Original: shale | Swapped: al->in | Result: shine
Original: shale | Swapped: al->or | Result: shore
Original: shale | Swapped: al->ut | Result: shute
Original: chitters | Swapped: hi->la | Result: clatters
Original: binned | Swapped: in->ri | Result: brined
Original: homie | Swapped: mi->ok | Result: hooke
Original: spooking | Swapped: ok->ut | Result: spouting
Original: flame | Swapped: la->or | Result: forme
Original: garcon | Swapped: co->de | Result: garden
Original: garcon | Swapped: co->mi | Result: garmin
Original: waring | Swapped: ar->in | Result: wining
Original: admen | Swapped: me->or | Result: adorn
Original: scalp | Swapped: al->or | Result: scorp
Original: scalp | Swapped: al->ri | Result: scrip
Original: borers | Swapped: or->ri | Result: briers
Original: stinkingup | Swapped: in->ri | Result: strikingup
Original: grimes | Swapped: me->nd | Result: grinds
Original: speakers | Swapped: ak->ct | Result: specters
Original: speakers | Swapped: ak->nd | Result: spenders
Original: contacting | Swapped: ct->in | Result: containing
Original: dilly | Swapped: il->ri | Result: drily
Original: bonding | Swapped: nd->ok | Result: booking
Original: primas | Swapped: ma->or | Result: priors
Original: garcons | Swapped: co->de | Result: gardens
Original: madden | Swapped: de->ma | Result: madman
Original: malted | Swapped: al->in | Result: minted
Original: clammier | Swapped: mi->or | Result: clamorer
Original: milan | Swapped: il->or | Result: moran
Original: redden | Swapped: de->ma | Result: redman
Original: amazonian | Swapped: ma->ri | Result: arizonian
Original: primes | Swapped: me->or | Result: priors
Original: pails | Swapped: il->ne | Result: panes
Original: pails | Swapped: il->pa | Result: papas
Original: pails | Swapped: il->ri | Result: paris
Original: oneact | Swapped: ne->ut | Result: outact
Original: cameas | Swapped: me->nv | Result: canvas
Original: jinns | Swapped: in->oh | Result: johns
Original: memes | Swapped: me->nd | Result: mends
Original: boris | Swapped: ri->sc | Result: boscs
Original: boris | Swapped: ri->ut | Result: bouts
Original: aides | Swapped: id->ri | Result: aries
Original: mimeo | Swapped: me->sd | Result: misdo
Original: shalit | Swapped: al->ut | Result: shutit
Original: mudeels | Swapped: de->ri | Result: muriels
Original: encash | Swapped: ca->me | Result: enmesh
Original: rainey | Swapped: in->ms | Result: ramsey
Original: whined | Swapped: in->or | Result: whored
Original: tonedown | Swapped: ne->ok | Result: tookdown
Original: shipped | Swapped: hi->la | Result: slapped
Original: shipped | Swapped: hi->wa | Result: swapped
Original: walkson | Swapped: al->or | Result: workson
Original: inhibit | Swapped: hi->or | Result: inorbit
Original: scalier | Swapped: ca->il | Result: sillier
Original: rearing | Swapped: ar->in | Result: reining
Original: rearing | Swapped: ar->nd | Result: rending
Original: webart | Swapped: ar->hi | Result: webhit
Original: contemns | Swapped: mn->nd | Result: contends
Original: semis | Swapped: mi->nd | Result: sends
Original: coalitions | Swapped: al->nd | Result: conditions
Original: sandart | Swapped: ar->ca | Result: sandcat
Original: shakeon | Swapped: ak->in | Result: shineon
Original: plasms | Swapped: la->ri | Result: prisms
Original: defecting | Swapped: ct->nd | Result: defending
Original: clasp | Swapped: la->ri | Result: crisp
